datetime,solar_global[W/sf],solar_horizontal[W/sf],solar_direct[W/sf],clouds,dewpoint[degF],temperature[degF],ground_reflectivity[pu],wind_speed[m/s],wind_dir[rad],solar_altitude[deg],humidity[%],pressure[mbar],heat_index[degF]
2020-11-12 07:00:00,8.8,3.5,42.7,0,44.6,44.6,0.1,1.6,0.8,82.9,100.0,964,44.0
2020-11-12 08:00:00,25.3,5.6,67.8,0,45.9,47.1,0.1,1.7,0.8,73.1,95.3,964,46.6
2020-11-12 09:00:00,40.1,6.2,79.7,0,44.6,50.2,0.1,1.8,0.5,64.8,81.2,964,49.4
2020-11-12 10:00:00,51.0,6.4,85.9,0,42.8,52.7,0.1,1.7,0.2,58.7,68.9,964,51.8
2020-11-12 11:00:00,52.6,10.0,75.3,0,42.3,54.3,0.1,1.5,3.1,55.6,63.6,964,53.4
2020-11-12 12:00:00,53.5,8.3,81.0,0,41.0,55.6,0.1,1.4,5.8,56.0,57.9,963,54.6
2020-11-12 13:00:00,49.2,6.3,85.6,0,40.1,56.1,0.1,1.8,5.4,59.9,54.7,963,55.1
2020-11-12 14:00:00,37.6,5.7,80.2,0,39.9,55.8,0.1,2.4,5.2,66.5,55.2,963,54.7
2020-11-12 15:00:00,22.1,4.6,68.6,0,40.3,55.4,0.1,2.6,5.1,75.2,56.6,963,54.4
2020-11-12 16:00:00,3.5,2.9,7.4,3,41.0,50.5,0.1,3.2,5.1,85.2,69.7,963,49.6
2020-11-12 17:00:00,0.0,0.0,0.0,0,42.8,47.5,0.1,3.2,5.2,96.4,83.7,964,46.7
2020-11-12 18:00:00,0.0,0.0,0.0,0,44.8,45.9,0.1,3.0,5.3,108.0,95.8,964,45.3
2020-11-12 19:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,2.6,5.3,119.8,100.0,964,44.6
2020-11-12 20:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,2.2,5.3,131.7,100.0,964,44.2
2020-11-12 21:00:00,0.0,0.0,0.0,7,44.8,44.8,0.1,1.9,5.2,143.2,100.0,965,44.2
2020-11-12 22:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,1.8,4.9,153.4,100.0,965,44.0
2020-11-12 23:00:00,0.0,0.0,0.0,4,44.2,44.2,0.1,1.8,4.6,160.0,100.0,965,43.7
2020-11-13 00:00:00,0.0,0.0,0.0,0,43.9,43.9,0.1,1.8,4.4,159.1,100.0,965,43.3
2020-11-13 01:00:00,0.0,0.0,0.0,0,43.9,43.9,0.1,1.8,4.1,151.4,100.0,964,43.3
2020-11-13 02:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,2.1,3.8,140.8,100.0,964,43.1
2020-11-13 03:00:00,0.0,0.0,0.0,3,43.7,43.7,0.1,2.6,3.7,129.2,100.0,964,43.1
2020-11-13 04:00:00,0.0,0.0,0.0,4,43.9,43.9,0.1,2.9,3.6,117.3,100.0,964,43.3
2020-11-13 05:00:00,0.0,0.0,0.0,4,44.1,44.1,0.1,3.0,3.6,105.5,100.0,965,43.5
2020-11-13 06:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,3.0,3.5,94.0,100.0,965,44.0
2020-11-13 07:00:00,4.8,3.8,8.4,3,46.4,46.4,0.1,3.4,3.4,83.1,100.0,966,45.9
2020-11-13 08:00:00,14.3,7.6,23.2,4,47.3,48.9,0.1,4.0,3.3,73.3,94.2,966,48.4
2020-11-13 09:00:00,9.6,9.5,0.2,4,46.4,51.1,0.1,4.6,3.3,65.0,84.0,966,50.5
2020-11-13 10:00:00,19.0,16.9,4.1,4,45.0,52.7,0.1,5.2,3.4,59.0,75.0,966,51.9
2020-11-13 11:00:00,29.1,19.5,17.1,3,45.3,53.4,0.1,5.9,3.4,55.9,73.8,965,52.7
2020-11-13 12:00:00,29.9,23.1,12.2,3,46.9,53.8,0.1,6.6,3.5,56.3,77.4,964,53.1
2020-11-13 13:00:00,9.7,9.4,0.7,4,49.1,53.4,0.1,7.0,3.6,60.1,85.2,964,52.9
2020-11-13 14:00:00,2.0,2.0,0.0,4,50.9,52.5,0.1,7.0,3.8,66.7,94.1,964,52.2
2020-11-13 15:00:00,11.1,2.5,33.8,0,52.0,52.2,0.1,6.8,3.9,75.4,99.7,964,52.0
2020-11-13 16:00:00,4.9,2.6,28.1,0,51.6,51.6,0.1,5.3,4.5,85.3,100.0,964,51.4
2020-11-13 17:00:00,0.0,0.0,0.0,0,51.4,51.4,0.1,4.1,4.9,96.5,100.0,965,51.2
2020-11-13 18:00:00,0.0,0.0,0.0,0,50.7,50.7,0.1,3.2,5.1,108.1,100.0,966,50.5
2020-11-13 19:00:00,0.0,0.0,0.0,0,49.6,49.6,0.1,3.1,5.2,119.9,100.0,967,49.3
2020-11-13 20:00:00,0.0,0.0,0.0,0,48.6,48.6,0.1,3.1,5.3,131.8,100.0,967,48.2
2020-11-13 21:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,3.1,5.2,143.3,100.0,968,46.9
2020-11-13 22:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,3.2,5.2,153.6,100.0,968,45.9
2020-11-13 23:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,3.4,5.3,160.3,100.0,968,45.4
2020-11-14 00:00:00,0.0,0.0,0.0,0,45.3,45.3,0.1,3.4,5.4,159.4,100.0,968,44.8
2020-11-14 01:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,3.4,5.5,151.6,100.0,968,44.2
2020-11-14 02:00:00,0.0,0.0,0.0,0,44.4,44.4,0.1,3.4,5.6,141.0,100.0,968,43.8
2020-11-14 03:00:00,0.0,0.0,0.0,0,43.9,43.9,0.1,3.3,5.8,129.3,100.0,968,43.3
2020-11-14 04:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,3.1,6.0,117.5,100.0,968,42.9
2020-11-14 05:00:00,0.0,0.0,0.0,0,43.3,43.3,0.1,2.9,3.1,105.7,100.0,969,42.7
2020-11-14 06:00:00,0.0,0.0,0.0,0,43.3,43.3,0.1,2.8,0.1,94.2,100.0,969,42.7
2020-11-14 07:00:00,8.4,3.1,45.2,0,44.2,44.2,0.1,2.7,0.4,83.3,100.0,970,43.7
2020-11-14 08:00:00,24.3,4.7,69.2,0,45.5,45.7,0.1,2.6,0.5,73.5,99.6,970,45.2
2020-11-14 09:00:00,23.1,9.9,31.6,3,45.5,47.8,0.1,2.3,0.6,65.3,91.4,970,47.2
2020-11-14 10:00:00,46.3,8.4,74.1,0,45.5,50.2,0.1,2.0,0.4,59.2,83.9,970,49.5
2020-11-14 11:00:00,54.0,6.5,85.3,0,45.7,52.3,0.1,1.8,0.2,56.1,77.9,970,51.6
2020-11-14 12:00:00,53.2,6.2,85.3,0,46.0,53.8,0.1,1.6,3.0,56.5,74.8,969,53.1
2020-11-14 13:00:00,47.0,5.8,83.2,0,45.7,54.5,0.1,1.8,5.8,60.3,72.1,969,53.8
2020-11-14 14:00:00,35.9,5.3,77.9,0,45.1,54.7,0.1,2.2,5.6,66.9,70.2,969,53.9
2020-11-14 15:00:00,20.9,4.3,66.4,0,44.8,54.5,0.1,2.3,5.5,75.5,69.4,969,53.7
2020-11-14 16:00:00,5.4,2.4,37.7,0,44.6,50.7,0.1,2.4,5.3,85.5,79.7,969,50.0
2020-11-14 17:00:00,0.0,0.0,0.0,0,44.6,48.2,0.1,2.5,5.2,96.6,87.1,970,47.5
2020-11-14 18:00:00,0.0,0.0,0.0,0,45.0,46.8,0.1,2.6,5.2,108.2,93.7,970,46.2
2020-11-14 19:00:00,0.0,0.0,0.0,0,45.7,46.0,0.1,2.4,5.2,120.0,98.8,970,45.5
2020-11-14 20:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,2.3,5.2,131.9,100.0,970,45.2
2020-11-14 21:00:00,0.0,0.0,0.0,0,45.3,45.3,0.1,2.2,5.3,143.5,100.0,970,44.8
2020-11-14 22:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,2.1,5.4,153.8,100.0,970,44.6
2020-11-14 23:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,1.9,5.6,160.5,100.0,970,44.4
2020-11-15 00:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,1.8,5.8,159.6,100.0,970,44.2
2020-11-15 01:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,1.6,6.1,151.8,100.0,970,44.0
2020-11-15 02:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,1.3,3.4,141.2,100.0,970,44.0
2020-11-15 03:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,1.1,0.8,129.5,100.0,970,44.2
2020-11-15 04:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,1.0,1.0,117.6,100.0,970,44.2
2020-11-15 05:00:00,0.0,0.0,0.0,0,44.1,45.0,0.1,0.8,1.0,105.8,96.4,970,44.3
2020-11-15 06:00:00,0.0,0.0,0.0,0,43.3,45.1,0.1,0.7,1.0,94.4,93.3,970,44.4
2020-11-15 07:00:00,8.1,2.8,46.7,0,43.0,46.4,0.1,0.7,0.9,83.5,87.8,971,45.6
2020-11-15 08:00:00,23.9,4.2,70.2,0,43.0,48.7,0.1,0.7,0.5,73.8,80.6,971,47.9
2020-11-15 09:00:00,38.2,5.0,80.0,0,43.5,52.0,0.1,1.0,3.1,65.5,72.9,971,51.1
2020-11-15 10:00:00,48.2,5.4,84.3,0,45.9,55.0,0.1,1.3,6.0,59.5,71.4,971,54.3
2020-11-15 11:00:00,53.3,5.7,86.1,0,47.5,57.4,0.1,1.4,6.0,56.4,69.4,971,56.7
2020-11-15 12:00:00,52.8,5.8,85.8,0,48.4,59.2,0.1,1.6,6.0,56.8,67.2,970,58.6
2020-11-15 13:00:00,46.6,5.5,83.6,0,48.9,60.3,0.1,1.7,6.1,60.5,66.1,969,59.7
2020-11-15 14:00:00,35.5,4.9,78.5,0,49.3,60.4,0.1,1.7,6.0,67.1,66.7,969,59.9
2020-11-15 15:00:00,20.6,4.1,67.1,0,49.6,60.3,0.1,1.8,6.0,75.7,67.8,968,59.7
2020-11-15 16:00:00,5.2,2.2,38.3,0,50.0,55.8,0.1,1.6,5.7,85.6,80.9,968,55.3
2020-11-15 17:00:00,0.0,0.0,0.0,0,50.2,52.7,0.1,1.6,5.6,96.8,91.1,968,52.3
2020-11-15 18:00:00,0.0,0.0,0.0,0,50.4,51.4,0.1,1.7,5.7,108.3,95.8,968,51.1
2020-11-15 19:00:00,0.0,0.0,0.0,0,50.4,50.4,0.1,1.8,5.8,120.1,100.0,969,50.1
2020-11-15 20:00:00,0.0,0.0,0.0,0,49.6,49.6,0.1,1.7,6.0,132.0,100.0,969,49.3
2020-11-15 21:00:00,0.0,0.0,0.0,0,49.3,49.3,0.1,1.7,3.1,143.6,100.0,968,48.9
2020-11-15 22:00:00,0.0,0.0,0.0,0,49.1,49.1,0.1,1.6,0.3,153.9,100.0,968,48.8
2020-11-15 23:00:00,0.0,0.0,0.0,0,48.9,48.9,0.1,1.6,0.5,160.7,100.0,968,48.6
2020-11-16 00:00:00,0.0,0.0,0.0,0,48.6,48.6,0.1,1.6,0.7,159.9,100.0,967,48.2
2020-11-16 01:00:00,0.0,0.0,0.0,0,48.0,48.0,0.1,1.8,0.9,152.0,100.0,966,47.6
2020-11-16 02:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,2.1,1.0,141.3,100.0,966,46.9
2020-11-16 03:00:00,0.0,0.0,0.0,0,46.8,46.8,0.1,2.5,1.1,129.7,100.0,965,46.3
2020-11-16 04:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,2.7,1.2,117.8,100.0,965,45.9
2020-11-16 05:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,2.9,1.2,106.0,100.0,965,45.4
2020-11-16 06:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,3.1,1.2,94.6,100.0,965,45.2
2020-11-16 07:00:00,7.8,3.0,44.0,0,47.7,47.7,0.1,3.5,1.2,83.7,100.0,965,47.2
2020-11-16 08:00:00,24.2,4.4,72.1,0,49.8,50.4,0.1,3.9,1.1,74.0,97.8,964,50.0
2020-11-16 09:00:00,38.8,5.2,81.9,0,49.8,53.8,0.1,3.7,1.1,65.8,86.2,964,53.3
2020-11-16 10:00:00,49.4,5.7,86.8,0,49.3,57.7,0.1,3.3,1.2,59.7,73.2,963,57.2
2020-11-16 11:00:00,54.6,5.8,88.8,0,47.8,61.7,0.1,2.9,1.4,56.6,60.5,962,61.1
2020-11-16 12:00:00,54.1,5.6,89.0,0,46.4,64.8,0.1,2.6,1.7,57.0,51.5,960,64.1
2020-11-16 13:00:00,47.8,5.2,87.1,0,45.1,66.7,0.1,2.3,1.9,60.7,45.6,959,66.0
2020-11-16 14:00:00,36.3,4.6,81.9,0,43.9,67.1,0.1,2.0,2.2,67.3,43.1,958,66.3
2020-11-16 15:00:00,21.1,3.8,70.7,0,43.9,66.7,0.1,1.9,2.3,75.8,43.5,958,65.9
2020-11-16 16:00:00,5.2,2.1,41.0,0,46.6,60.4,0.1,1.2,2.6,85.7,60.1,958,59.7
2020-11-16 17:00:00,0.0,0.0,0.0,0,46.0,56.8,0.1,1.3,2.6,96.9,67.1,958,56.1
2020-11-16 18:00:00,0.0,0.0,0.0,7,46.8,54.3,0.1,1.5,2.5,108.4,75.6,957,53.7
2020-11-16 19:00:00,0.0,0.0,0.0,7,47.3,52.7,0.1,1.8,2.4,120.2,81.7,957,52.1
2020-11-16 20:00:00,0.0,0.0,0.0,7,47.1,52.0,0.1,2.1,2.5,132.1,83.2,956,51.4
2020-11-16 21:00:00,0.0,0.0,0.0,7,46.8,51.6,0.1,2.4,2.7,143.7,83.3,956,51.0
2020-11-16 22:00:00,0.0,0.0,0.0,6,46.6,51.1,0.1,2.7,3.0,154.1,84.3,956,50.5
2020-11-16 23:00:00,0.0,0.0,0.0,6,46.8,50.9,0.1,3.4,3.1,161.0,85.8,956,50.3
2020-11-17 00:00:00,0.0,0.0,0.0,7,47.8,51.1,0.1,4.4,3.0,160.1,88.9,956,50.6
2020-11-17 01:00:00,0.0,0.0,0.0,7,48.7,51.4,0.1,5.2,2.9,152.2,90.6,955,51.0
2020-11-17 02:00:00,0.0,0.0,0.0,7,49.1,50.9,0.1,5.3,3.0,141.5,93.7,955,50.5
2020-11-17 03:00:00,0.0,0.0,0.0,0,49.8,50.2,0.1,5.3,3.1,129.9,99.0,956,49.9
2020-11-17 04:00:00,0.0,0.0,0.0,7,50.0,50.0,0.1,5.6,3.1,118.0,100.0,957,49.7
2020-11-17 05:00:00,0.0,0.0,0.0,7,50.2,50.2,0.1,5.9,3.0,106.2,100.0,957,49.9
2020-11-17 06:00:00,0.0,0.0,0.0,8,50.7,50.7,0.1,6.1,3.0,94.8,100.0,957,50.5
2020-11-17 07:00:00,4.1,3.3,6.8,7,52.0,52.0,0.1,6.7,3.0,83.9,100.0,958,51.8
2020-11-17 08:00:00,9.7,8.2,5.3,4,53.4,53.4,0.1,7.4,3.1,74.2,100.0,958,53.3
2020-11-17 09:00:00,20.5,14.9,13.9,4,54.3,54.3,0.1,7.7,3.1,66.0,100.0,958,54.2
2020-11-17 10:00:00,25.7,17.9,15.6,4,54.7,54.9,0.1,7.5,3.1,60.0,99.5,959,54.8
2020-11-17 11:00:00,12.5,12.0,1.0,7,54.5,55.0,0.1,7.1,3.2,56.9,98.3,959,55.0
2020-11-17 12:00:00,13.8,13.3,1.1,8,54.5,54.7,0.1,6.4,3.2,57.2,99.4,958,54.6
2020-11-17 13:00:00,10.9,10.9,0.1,7,54.1,54.1,0.1,5.6,3.2,60.9,100.0,958,54.0
2020-11-17 14:00:00,6.7,6.7,0.0,6,53.4,53.4,0.1,4.8,3.2,67.4,100.0,958,53.3
2020-11-17 15:00:00,4.2,4.2,0.0,8,53.2,53.2,0.1,4.5,3.2,76.0,100.0,958,53.1
2020-11-17 16:00:00,1.6,1.6,0.0,7,52.5,52.5,0.1,4.1,3.1,85.9,100.0,959,52.3
2020-11-17 17:00:00,0.0,0.0,0.0,8,52.3,52.3,0.1,4.1,3.1,97.0,100.0,959,52.2
2020-11-17 18:00:00,0.0,0.0,0.0,7,52.2,52.2,0.1,4.1,3.1,108.5,100.0,959,52.0
2020-11-17 19:00:00,0.0,0.0,0.0,8,52.2,52.2,0.1,4.3,3.1,120.3,100.0,959,52.0
2020-11-17 20:00:00,0.0,0.0,0.0,8,52.2,52.2,0.1,4.6,3.1,132.2,100.0,959,52.0
2020-11-17 21:00:00,0.0,0.0,0.0,4,52.2,52.2,0.1,4.8,3.2,143.8,100.0,959,52.0
2020-11-17 22:00:00,0.0,0.0,0.0,4,52.0,52.0,0.1,4.9,3.3,154.2,100.0,959,51.8
2020-11-17 23:00:00,0.0,0.0,0.0,4,51.8,51.8,0.1,5.0,3.4,161.2,100.0,959,51.6
2020-11-18 00:00:00,0.0,0.0,0.0,4,51.4,51.4,0.1,4.9,3.5,160.4,100.0,959,51.2
2020-11-18 01:00:00,0.0,0.0,0.0,4,51.3,51.3,0.1,4.7,3.6,152.5,100.0,959,51.0
2020-11-18 02:00:00,0.0,0.0,0.0,4,50.9,50.9,0.1,4.4,3.6,141.7,100.0,959,50.6
2020-11-18 03:00:00,0.0,0.0,0.0,4,50.5,50.5,0.1,3.9,3.6,130.0,100.0,959,50.3
2020-11-18 04:00:00,0.0,0.0,0.0,4,50.0,50.0,0.1,3.6,3.6,118.1,100.0,960,49.7
2020-11-18 05:00:00,0.0,0.0,0.0,4,49.6,49.6,0.1,3.6,3.5,106.4,100.0,960,49.3
2020-11-18 06:00:00,0.0,0.0,0.0,0,49.6,49.6,0.1,3.7,3.5,95.0,100.0,961,49.3
2020-11-18 07:00:00,3.0,2.1,7.8,3,51.1,51.1,0.1,4.0,3.5,84.0,100.0,961,50.8
2020-11-18 08:00:00,11.3,5.9,19.9,4,53.1,53.1,0.1,4.3,3.5,74.4,100.0,962,52.9
2020-11-18 09:00:00,21.5,15.8,14.0,4,54.0,54.5,0.1,4.3,3.7,66.2,98.2,963,54.4
2020-11-18 10:00:00,26.4,19.4,13.9,4,52.9,55.6,0.1,4.4,3.8,60.2,90.6,963,55.3
2020-11-18 11:00:00,31.1,22.4,16.1,8,52.2,55.9,0.1,4.3,3.9,57.1,87.2,963,55.6
2020-11-18 12:00:00,31.2,21.6,17.7,7,52.2,55.6,0.1,4.1,4.1,57.5,88.4,963,55.3
2020-11-18 13:00:00,27.9,19.7,17.0,7,52.3,55.0,0.1,3.8,4.2,61.1,90.5,964,54.8
2020-11-18 14:00:00,22.9,14.3,22.8,7,52.3,54.5,0.1,3.4,4.4,67.6,92.3,964,54.2
2020-11-18 15:00:00,12.5,8.3,17.9,7,52.3,54.1,0.1,3.2,4.5,76.1,93.6,964,53.9
2020-11-18 16:00:00,2.0,2.0,0.7,4,51.6,51.6,0.1,2.4,4.7,86.0,100.0,965,51.4
2020-11-18 17:00:00,0.0,0.0,0.0,7,49.8,49.8,0.1,2.1,4.9,97.1,100.0,966,49.5
2020-11-18 18:00:00,0.0,0.0,0.0,0,48.6,48.6,0.1,2.1,5.1,108.6,100.0,967,48.2
2020-11-18 19:00:00,0.0,0.0,0.0,0,47.8,47.8,0.1,2.0,5.2,120.4,100.0,967,47.4
2020-11-18 20:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,1.8,5.3,132.3,100.0,968,46.9
2020-11-18 21:00:00,0.0,0.0,0.0,0,47.1,47.1,0.1,1.6,5.3,143.9,100.0,968,46.7
2020-11-18 22:00:00,0.0,0.0,0.0,0,47.1,47.1,0.1,1.4,5.3,154.4,100.0,969,46.7
2020-11-18 23:00:00,0.0,0.0,0.0,0,47.1,47.1,0.1,1.3,5.3,161.4,100.0,969,46.7
2020-11-19 00:00:00,0.0,0.0,0.0,0,46.9,46.9,0.1,1.3,5.3,160.6,100.0,969,46.5
2020-11-19 01:00:00,0.0,0.0,0.0,0,46.6,46.6,0.1,1.5,5.3,152.7,100.0,970,46.1
2020-11-19 02:00:00,0.0,0.0,0.0,0,46.0,46.0,0.1,1.6,5.4,141.9,100.0,970,45.5
2020-11-19 03:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,1.7,5.5,130.2,100.0,970,45.2
2020-11-19 04:00:00,0.0,0.0,0.0,0,45.3,45.3,0.1,1.9,5.7,118.3,100.0,970,44.8
2020-11-19 05:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,2.0,5.8,106.5,100.0,970,44.4
2020-11-19 06:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,2.1,5.9,95.1,100.0,971,44.4
2020-11-19 07:00:00,6.8,3.1,36.7,0,46.6,46.6,0.1,2.5,6.0,84.2,100.0,971,46.1
2020-11-19 08:00:00,19.1,6.6,47.3,0,49.1,49.1,0.1,3.0,6.0,74.6,100.0,972,48.8
2020-11-19 09:00:00,27.1,10.9,40.6,0,50.0,51.1,0.1,3.2,6.0,66.4,95.8,972,50.7
2020-11-19 10:00:00,35.0,17.5,35.6,7,49.3,52.9,0.1,3.0,6.1,60.5,87.3,972,52.4
2020-11-19 11:00:00,40.1,18.5,40.1,8,48.2,53.8,0.1,2.7,6.1,57.4,81.4,971,53.2
2020-11-19 12:00:00,45.9,11.2,64.8,0,47.5,54.3,0.1,2.5,6.0,57.7,77.7,971,53.7
2020-11-19 13:00:00,45.2,6.2,81.3,0,47.1,54.9,0.1,2.6,5.9,61.3,75.2,970,54.2
2020-11-19 14:00:00,34.6,5.2,77.6,0,46.9,54.9,0.1,3.0,5.8,67.8,74.6,970,54.2
2020-11-19 15:00:00,19.9,4.3,65.7,0,46.6,54.5,0.1,3.2,5.7,76.3,74.7,970,53.8
2020-11-19 16:00:00,4.6,2.2,34.3,0,47.1,50.9,0.1,3.6,5.7,86.1,86.6,970,50.3
2020-11-19 17:00:00,0.0,0.0,0.0,0,47.3,49.1,0.1,3.7,5.7,97.2,93.3,970,48.6
2020-11-19 18:00:00,0.0,0.0,0.0,3,47.5,48.7,0.1,3.6,5.8,108.7,95.1,970,48.3
2020-11-19 19:00:00,0.0,0.0,0.0,0,47.5,48.0,0.1,3.2,5.9,120.5,97.8,971,47.6
2020-11-19 20:00:00,0.0,0.0,0.0,0,47.1,47.5,0.1,3.0,6.0,132.4,98.5,971,47.0
2020-11-19 21:00:00,0.0,0.0,0.0,0,46.8,47.1,0.1,2.8,6.1,144.0,98.5,970,46.6
2020-11-19 22:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,2.7,6.1,154.5,100.0,970,45.9
2020-11-19 23:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,2.7,6.1,161.6,100.0,970,45.2
2020-11-20 00:00:00,0.0,0.0,0.0,3,45.1,45.1,0.1,2.5,6.1,160.8,100.0,970,44.6
2020-11-20 01:00:00,0.0,0.0,0.0,8,44.8,44.8,0.1,2.4,6.2,152.9,100.0,970,44.2
2020-11-20 02:00:00,0.0,0.0,0.0,7,44.6,44.6,0.1,2.4,6.2,142.1,100.0,970,44.0
2020-11-20 03:00:00,0.0,0.0,0.0,7,44.1,44.2,0.1,2.4,3.2,130.4,99.6,970,43.6
2020-11-20 04:00:00,0.0,0.0,0.0,7,43.3,43.7,0.1,2.5,0.2,118.5,99.0,970,43.1
2020-11-20 05:00:00,0.0,0.0,0.0,7,42.4,43.2,0.1,2.6,0.3,106.7,97.2,969,42.5
2020-11-20 06:00:00,0.0,0.0,0.0,7,41.4,43.0,0.1,2.5,0.4,95.3,93.9,970,42.2
2020-11-20 07:00:00,6.3,3.0,34.3,0,40.6,44.8,0.1,2.8,0.4,84.4,85.6,970,43.9
2020-11-20 08:00:00,22.2,4.8,66.3,0,40.3,47.7,0.1,3.3,0.5,74.8,75.7,970,46.7
2020-11-20 09:00:00,36.1,5.9,76.4,0,39.7,50.2,0.1,3.6,0.4,66.7,67.1,970,49.1
2020-11-20 10:00:00,38.2,14.1,49.1,7,39.7,52.3,0.1,3.3,0.3,60.7,62.2,970,51.3
2020-11-20 11:00:00,51.8,7.1,83.6,0,40.6,54.0,0.1,2.9,0.3,57.6,60.4,970,52.9
2020-11-20 12:00:00,51.9,6.5,85.6,0,41.0,54.9,0.1,2.7,0.2,57.9,59.4,969,53.8
2020-11-20 13:00:00,45.9,6.0,83.6,0,41.2,55.4,0.1,2.6,0.1,61.5,58.8,969,54.4
2020-11-20 14:00:00,34.7,5.4,78.2,0,41.4,55.2,0.1,2.5,0.1,67.9,59.6,968,54.2
2020-11-20 15:00:00,19.9,4.4,66.1,0,42.3,55.2,0.1,2.4,0.1,76.4,61.5,968,54.3
2020-11-20 16:00:00,4.6,2.2,34.7,0,44.6,51.3,0.1,1.9,6.1,86.2,78.0,968,50.5
2020-11-20 17:00:00,0.0,0.0,0.0,0,43.5,49.3,0.1,2.2,5.9,97.2,80.6,968,48.5
2020-11-20 18:00:00,0.0,0.0,0.0,0,43.5,48.2,0.1,2.5,5.9,108.7,83.9,968,47.4
2020-11-20 19:00:00,0.0,0.0,0.0,0,43.5,47.3,0.1,2.7,6.0,120.5,86.9,969,46.6
2020-11-20 20:00:00,0.0,0.0,0.0,0,43.5,46.8,0.1,2.7,6.1,132.4,88.3,969,46.0
2020-11-20 21:00:00,0.0,0.0,0.0,0,43.2,46.4,0.1,2.5,6.2,144.1,88.6,969,45.7
2020-11-20 22:00:00,0.0,0.0,0.0,0,42.6,46.0,0.1,2.4,3.2,154.6,87.9,968,45.3
2020-11-20 23:00:00,0.0,0.0,0.0,0,41.9,45.5,0.1,2.4,0.2,161.8,87.1,968,44.7
2020-11-21 00:00:00,0.0,0.0,0.0,0,41.2,44.6,0.1,2.6,0.4,161.1,87.9,968,43.7
2020-11-21 01:00:00,0.0,0.0,0.0,0,40.8,43.3,0.1,2.8,0.5,153.1,90.8,968,42.5
2020-11-21 02:00:00,0.0,0.0,0.0,0,40.5,42.1,0.1,2.9,0.6,142.2,94.1,968,41.2
2020-11-21 03:00:00,0.0,0.0,0.0,0,40.3,40.8,0.1,3.0,0.7,130.5,97.9,968,40.0
2020-11-21 04:00:00,0.0,0.0,0.0,0,39.9,39.9,0.1,3.2,0.7,118.7,100.0,968,39.1
2020-11-21 05:00:00,0.0,0.0,0.0,0,39.2,39.2,0.1,3.4,0.7,106.9,100.0,968,38.4
2020-11-21 06:00:00,0.0,0.0,0.0,0,39.4,39.4,0.1,3.4,0.7,95.5,100.0,968,38.5
2020-11-21 07:00:00,5.9,3.1,29.5,0,40.3,41.5,0.1,3.6,0.7,84.6,95.5,969,40.7
2020-11-21 08:00:00,17.6,7.2,40.3,4,40.3,44.4,0.1,3.8,0.7,75.0,85.5,969,43.5
2020-11-21 09:00:00,36.4,6.2,76.9,0,40.1,47.7,0.1,3.9,0.6,66.9,75.1,969,46.7
2020-11-21 10:00:00,41.8,10.8,63.7,4,39.4,51.1,0.1,3.8,0.5,60.9,64.1,968,50.0
2020-11-21 11:00:00,41.0,16.9,45.2,7,39.2,53.6,0.1,3.3,0.5,57.8,58.2,968,52.5
2020-11-21 12:00:00,42.7,13.6,55.3,7,39.6,54.9,0.1,2.8,0.3,58.1,56.4,967,53.8
2020-11-21 13:00:00,44.9,6.9,80.1,0,39.7,55.2,0.1,2.6,0.2,61.7,56.0,967,54.1
2020-11-21 14:00:00,27.8,10.3,46.8,7,40.3,54.7,0.1,2.4,0.2,68.1,58.4,966,53.6
2020-11-21 15:00:00,17.7,5.0,54.3,8,42.6,54.3,0.1,2.2,0.2,76.5,64.3,966,53.4
2020-11-21 16:00:00,3.1,2.2,12.3,3,44.1,50.7,0.1,1.9,3.1,86.3,77.9,965,49.9
2020-11-21 17:00:00,0.0,0.0,0.0,7,43.3,49.5,0.1,2.1,6.1,97.3,79.4,965,48.6
