datetime,solar_global[W/sf],solar_horizontal[W/sf],solar_direct[W/sf],clouds,dewpoint[degF],temperature[degF],ground_reflectivity[pu],wind_speed[m/s],wind_dir[rad],solar_altitude[deg],humidity[%],pressure[mbar],heat_index[degF]
2020-01-01 00:00:00,0.0,0.0,0.0,7,45.1,45.1,0.1,3.3,5.5,165.1,100.0,967,44.6
2020-01-01 01:00:00,0.0,0.0,0.0,7,45.3,45.3,0.1,3.2,5.5,158.0,100.0,967,44.8
2020-01-01 02:00:00,0.0,0.0,0.0,7,45.0,45.0,0.1,3.2,5.5,147.2,100.0,966,44.4
2020-01-01 03:00:00,0.0,0.0,0.0,7,44.6,44.6,0.1,3.3,5.5,135.5,100.0,966,44.0
2020-01-01 04:00:00,0.0,0.0,0.0,7,44.2,44.2,0.1,3.5,5.5,123.6,100.0,966,43.7
2020-01-01 05:00:00,0.0,0.0,0.0,7,44.2,44.2,0.1,3.6,5.6,111.9,100.0,966,43.7
2020-01-01 06:00:00,0.0,0.0,0.0,7,44.6,44.6,0.1,3.4,5.6,100.5,100.0,966,44.0
2020-01-01 07:00:00,0.3,0.3,0.0,7,45.9,45.9,0.1,3.2,5.5,89.3,100.0,966,45.4
2020-01-01 08:00:00,7.8,6.1,9.7,7,48.0,48.0,0.1,3.5,5.3,79.8,100.0,967,47.6
2020-01-01 09:00:00,23.2,8.1,47.7,0,50.0,50.0,0.1,4.2,5.3,71.4,100.0,967,49.7
2020-01-01 10:00:00,38.6,5.6,78.1,0,51.3,51.8,0.1,4.7,5.3,65.0,98.0,966,51.5
2020-01-01 11:00:00,33.9,14.4,40.5,0,52.5,53.2,0.1,4.9,5.4,61.2,97.6,966,53.0
2020-01-01 12:00:00,28.6,20.0,17.6,7,53.4,54.0,0.1,5.0,5.5,60.5,98.1,965,53.8
2020-01-01 13:00:00,12.5,11.1,3.0,4,53.6,54.1,0.1,5.1,5.4,63.0,98.0,964,54.0
2020-01-01 14:00:00,9.8,9.1,2.1,4,53.6,53.8,0.1,5.1,5.4,68.4,99.0,964,53.6
2020-01-01 15:00:00,6.5,6.4,0.3,4,53.2,53.2,0.1,5.0,5.4,76.1,100.0,964,53.1
2020-01-01 16:00:00,2.5,2.4,0.9,4,49.8,49.8,0.1,4.5,5.3,85.3,100.0,964,49.5
2020-01-01 17:00:00,0.0,0.0,0.0,4,48.2,48.2,0.1,4.6,5.3,95.8,100.0,965,47.8
2020-01-01 18:00:00,0.0,0.0,0.0,7,47.8,47.8,0.1,4.8,5.4,107.0,100.0,965,47.4
2020-01-01 19:00:00,0.0,0.0,0.0,4,47.5,47.5,0.1,4.7,5.4,118.6,100.0,965,47.1
2020-01-01 20:00:00,0.0,0.0,0.0,4,46.9,46.9,0.1,4.5,5.4,130.5,100.0,965,46.5
2020-01-01 21:00:00,0.0,0.0,0.0,4,46.9,46.9,0.1,4.5,5.4,142.3,100.0,965,46.5
2020-01-01 22:00:00,0.0,0.0,0.0,7,46.8,46.8,0.1,4.8,5.4,153.6,100.0,965,46.3
2020-01-01 23:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,5.0,5.5,162.9,100.0,965,45.9
2020-01-02 00:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,5.0,5.6,165.1,100.0,965,45.4
2020-01-02 01:00:00,0.0,0.0,0.0,3,45.5,45.5,0.1,4.9,5.6,158.0,100.0,965,45.0
2020-01-02 02:00:00,0.0,0.0,0.0,4,45.3,45.3,0.1,4.7,5.7,147.3,100.0,965,44.8
2020-01-02 03:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,4.4,5.8,135.6,100.0,964,44.4
2020-01-02 04:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,4.1,5.8,123.7,100.0,965,44.0
2020-01-02 05:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,3.9,5.8,111.9,100.0,965,43.7
2020-01-02 06:00:00,0.0,0.0,0.0,0,44.1,44.1,0.1,3.8,5.7,100.5,100.0,965,43.5
2020-01-02 07:00:00,0.7,0.7,6.0,0,45.3,45.3,0.1,3.9,5.7,89.3,100.0,966,44.8
2020-01-02 08:00:00,10.3,5.5,27.2,7,47.7,47.7,0.1,4.4,5.7,79.8,100.0,967,47.2
2020-01-02 09:00:00,28.1,5.0,72.6,0,48.9,49.6,0.1,4.7,5.7,71.4,97.6,967,49.3
2020-01-02 10:00:00,36.8,7.2,70.1,7,48.7,51.3,0.1,4.7,5.7,65.0,91.0,967,50.8
2020-01-02 11:00:00,46.8,5.8,85.0,0,48.6,52.5,0.1,4.5,5.8,61.1,86.6,966,52.0
2020-01-02 12:00:00,48.3,5.7,86.3,0,48.6,53.4,0.1,4.2,5.8,60.4,83.8,965,52.9
2020-01-02 13:00:00,44.0,5.5,84.7,0,48.7,54.0,0.1,3.8,5.8,62.9,82.2,964,53.4
2020-01-02 14:00:00,34.6,5.1,79.8,0,48.6,53.8,0.1,3.4,5.8,68.3,82.6,964,53.3
2020-01-02 15:00:00,21.0,4.3,68.9,0,49.1,53.6,0.1,3.1,5.8,75.9,84.6,964,53.1
2020-01-02 16:00:00,6.0,2.5,42.0,0,49.5,49.8,0.1,2.3,5.7,85.1,98.8,965,49.5
2020-01-02 17:00:00,0.0,0.0,0.0,0,48.4,48.4,0.1,2.4,5.6,95.7,100.0,965,48.0
2020-01-02 18:00:00,0.0,0.0,0.0,3,47.8,47.8,0.1,2.5,5.7,106.8,100.0,966,47.4
2020-01-02 19:00:00,0.0,0.0,0.0,7,47.8,47.8,0.1,2.4,5.7,118.5,100.0,967,47.4
2020-01-02 20:00:00,0.0,0.0,0.0,7,48.0,48.0,0.1,2.1,5.8,130.3,100.0,967,47.6
2020-01-02 21:00:00,0.0,0.0,0.0,3,48.2,48.2,0.1,1.7,6.0,142.2,100.0,967,47.8
2020-01-02 22:00:00,0.0,0.0,0.0,7,48.4,48.4,0.1,1.3,3.2,153.5,100.0,967,48.0
2020-01-02 23:00:00,0.0,0.0,0.0,7,48.0,48.0,0.1,1.0,0.6,162.7,100.0,967,47.6
2020-01-03 00:00:00,0.0,0.0,0.0,7,47.5,47.5,0.1,1.1,1.2,165.0,100.0,967,47.1
2020-01-03 01:00:00,0.0,0.0,0.0,7,46.8,46.8,0.1,1.4,1.4,158.0,100.0,967,46.3
2020-01-03 02:00:00,0.0,0.0,0.0,7,45.9,45.9,0.1,1.7,1.4,147.3,100.0,966,45.4
2020-01-03 03:00:00,0.0,0.0,0.0,7,45.1,45.1,0.1,1.9,1.3,135.6,100.0,966,44.6
2020-01-03 04:00:00,0.0,0.0,0.0,7,44.2,44.2,0.1,2.2,1.2,123.7,100.0,966,43.7
2020-01-03 05:00:00,0.0,0.0,0.0,7,43.3,43.3,0.1,2.6,1.2,112.0,100.0,966,42.7
2020-01-03 06:00:00,0.0,0.0,0.0,4,42.6,42.6,0.1,2.9,1.2,100.5,100.0,967,42.0
2020-01-03 07:00:00,0.7,0.7,0.0,7,43.7,43.7,0.1,3.2,1.3,89.3,100.0,967,43.1
2020-01-03 08:00:00,12.0,4.9,40.2,4,45.9,45.9,0.1,3.5,1.3,79.8,100.0,968,45.4
2020-01-03 09:00:00,25.5,6.5,59.5,7,47.3,48.4,0.1,3.6,1.4,71.4,96.3,968,47.9
2020-01-03 10:00:00,36.5,7.7,67.9,7,47.8,51.3,0.1,3.0,1.6,64.9,88.2,968,50.7
2020-01-03 11:00:00,42.4,10.2,66.4,7,48.7,53.8,0.1,2.4,2.0,61.0,82.8,967,53.3
2020-01-03 12:00:00,43.9,8.8,70.9,7,48.7,55.2,0.1,2.0,2.5,60.3,78.9,967,54.7
2020-01-03 13:00:00,43.4,6.2,81.4,0,48.6,55.8,0.1,2.1,3.1,62.8,76.7,967,55.2
2020-01-03 14:00:00,32.1,6.9,67.8,7,48.6,54.9,0.1,2.3,3.5,68.2,79.4,967,54.3
2020-01-03 15:00:00,18.6,5.9,51.9,7,49.8,54.1,0.1,2.3,3.6,75.8,85.5,968,53.7
2020-01-03 16:00:00,5.7,2.7,33.5,0,49.3,49.3,0.1,1.9,3.6,85.0,100.0,969,48.9
2020-01-03 17:00:00,0.0,0.0,0.0,8,47.7,47.7,0.1,2.0,3.5,95.5,100.0,969,47.2
2020-01-03 18:00:00,0.0,0.0,0.0,7,46.9,46.9,0.1,2.2,3.3,106.7,100.0,970,46.5
2020-01-03 19:00:00,0.0,0.0,0.0,3,46.4,46.4,0.1,2.6,3.2,118.3,100.0,970,45.9
2020-01-03 20:00:00,0.0,0.0,0.0,0,46.0,46.0,0.1,2.9,3.3,130.2,100.0,970,45.5
2020-01-03 21:00:00,0.0,0.0,0.0,7,46.0,46.0,0.1,3.0,3.4,142.0,100.0,970,45.5
2020-01-03 22:00:00,0.0,0.0,0.0,8,46.0,46.0,0.1,3.1,3.6,153.3,100.0,971,45.5
2020-01-03 23:00:00,0.0,0.0,0.0,3,46.0,46.0,0.1,3.1,3.7,162.6,100.0,971,45.5
2020-01-04 00:00:00,0.0,0.0,0.0,4,46.0,46.0,0.1,3.1,3.7,165.0,100.0,971,45.5
2020-01-04 01:00:00,0.0,0.0,0.0,7,46.0,46.0,0.1,3.3,3.7,158.0,100.0,971,45.5
2020-01-04 02:00:00,0.0,0.0,0.0,7,46.4,46.4,0.1,3.2,3.7,147.3,100.0,972,45.9
2020-01-04 03:00:00,0.0,0.0,0.0,7,46.9,46.9,0.1,3.1,4.0,135.7,100.0,972,46.5
2020-01-04 04:00:00,0.0,0.0,0.0,7,47.5,47.5,0.1,3.1,4.6,123.8,100.0,972,47.1
2020-01-04 05:00:00,0.0,0.0,0.0,0,47.5,47.5,0.1,3.3,5.2,112.0,100.0,973,47.1
2020-01-04 06:00:00,0.0,0.0,0.0,0,46.8,46.8,0.1,3.5,5.5,100.6,100.0,974,46.3
2020-01-04 07:00:00,1.0,0.9,8.6,0,46.9,46.9,0.1,3.6,5.7,89.3,100.0,975,46.5
2020-01-04 08:00:00,11.0,5.3,32.1,0,48.0,48.0,0.1,3.9,5.8,79.8,100.0,975,47.6
2020-01-04 09:00:00,13.8,8.4,17.2,3,48.4,48.7,0.1,3.8,5.9,71.4,98.7,975,48.3
2020-01-04 10:00:00,25.7,14.0,27.5,4,47.7,49.8,0.1,3.2,5.9,64.9,92.0,975,49.3
2020-01-04 11:00:00,45.6,8.0,77.5,0,46.8,50.9,0.1,3.1,5.7,61.0,85.9,974,50.3
2020-01-04 12:00:00,20.6,18.1,5.1,3,46.2,51.6,0.1,3.5,5.6,60.2,82.0,974,51.0
2020-01-04 13:00:00,16.4,14.2,4.8,3,46.0,51.6,0.1,3.7,5.6,62.7,81.1,974,51.0
2020-01-04 14:00:00,27.5,9.3,48.8,7,45.7,51.1,0.1,3.8,5.6,68.0,81.8,974,50.4
2020-01-04 15:00:00,17.5,6.5,44.1,7,45.5,50.7,0.1,3.8,5.6,75.7,82.2,974,50.0
2020-01-04 16:00:00,4.0,3.2,9.8,7,46.0,47.1,0.1,3.3,5.6,84.8,96.1,975,46.6
2020-01-04 17:00:00,0.0,0.0,0.0,7,45.5,45.5,0.1,3.3,5.6,95.4,100.0,975,45.0
2020-01-04 18:00:00,0.0,0.0,0.0,7,44.8,44.8,0.1,3.5,5.5,106.5,100.0,975,44.2
2020-01-04 19:00:00,0.0,0.0,0.0,7,44.4,44.4,0.1,3.7,5.5,118.2,100.0,975,43.8
2020-01-04 20:00:00,0.0,0.0,0.0,3,44.1,44.1,0.1,4.0,5.5,130.1,100.0,976,43.5
2020-01-04 21:00:00,0.0,0.0,0.0,0,43.9,43.9,0.1,4.3,5.5,141.9,100.0,976,43.3
2020-01-04 22:00:00,0.0,0.0,0.0,7,43.7,43.7,0.1,4.4,5.5,153.2,100.0,977,43.1
2020-01-04 23:00:00,0.0,0.0,0.0,8,43.5,43.5,0.1,4.5,5.5,162.5,100.0,977,42.9
2020-01-05 00:00:00,0.0,0.0,0.0,4,43.3,43.3,0.1,4.8,5.5,164.9,100.0,977,42.7
2020-01-05 01:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,5.0,5.6,158.0,100.0,977,42.3
2020-01-05 02:00:00,0.0,0.0,0.0,0,42.6,42.6,0.1,5.1,5.6,147.4,100.0,977,42.0
2020-01-05 03:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,5.0,5.7,135.7,100.0,977,41.6
2020-01-05 04:00:00,0.0,0.0,0.0,0,41.9,41.9,0.1,5.0,5.7,123.8,100.0,977,41.2
2020-01-05 05:00:00,0.0,0.0,0.0,0,41.9,41.9,0.1,5.0,5.7,112.0,100.0,978,41.2
2020-01-05 06:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,4.9,5.7,100.6,100.0,979,41.6
2020-01-05 07:00:00,1.1,1.0,11.1,0,43.7,43.7,0.1,4.9,5.7,89.3,100.0,979,43.1
2020-01-05 08:00:00,14.2,3.7,59.5,0,46.2,46.2,0.1,5.3,5.7,79.8,100.0,980,45.7
2020-01-05 09:00:00,29.0,4.9,75.3,0,46.0,48.4,0.1,5.7,5.7,71.4,91.8,981,47.8
2020-01-05 10:00:00,40.5,5.6,82.1,0,45.5,49.8,0.1,5.7,5.7,64.8,84.9,981,49.2
2020-01-05 11:00:00,47.4,6.0,85.0,0,45.1,50.7,0.1,5.6,5.6,60.9,81.3,980,50.0
2020-01-05 12:00:00,48.6,6.1,85.2,0,45.1,51.3,0.1,5.5,5.6,60.1,79.6,979,50.5
2020-01-05 13:00:00,44.2,5.9,83.0,0,45.5,51.4,0.1,5.2,5.6,62.5,79.8,979,50.7
2020-01-05 14:00:00,34.7,5.6,77.6,0,45.7,51.3,0.1,5.0,5.6,67.9,81.4,979,50.6
2020-01-05 15:00:00,21.2,4.6,66.2,0,46.2,51.1,0.1,4.9,5.6,75.5,83.5,979,50.4
2020-01-05 16:00:00,6.3,2.8,38.6,0,47.1,47.5,0.1,3.7,5.7,84.7,99.0,979,47.0
2020-01-05 17:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,3.5,5.7,95.2,100.0,979,45.2
2020-01-05 18:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,3.7,5.8,106.4,100.0,979,44.4
2020-01-05 19:00:00,0.0,0.0,0.0,0,44.4,44.4,0.1,4.0,5.8,118.0,100.0,979,43.8
2020-01-05 20:00:00,0.0,0.0,0.0,0,44.1,44.1,0.1,4.2,5.9,129.9,100.0,979,43.5
2020-01-05 21:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,4.2,6.0,141.8,100.0,979,43.1
2020-01-05 22:00:00,0.0,0.0,0.0,0,43.3,43.3,0.1,4.1,6.1,153.1,100.0,978,42.7
2020-01-05 23:00:00,0.0,0.0,0.0,0,42.8,42.8,0.1,3.9,3.1,162.3,100.0,978,42.1
2020-01-06 00:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,3.7,0.1,164.8,100.0,978,41.6
2020-01-06 01:00:00,0.0,0.0,0.0,0,41.7,41.7,0.1,3.4,0.2,158.0,100.0,978,41.0
2020-01-06 02:00:00,0.0,0.0,0.0,0,41.2,41.2,0.1,3.1,0.2,147.4,100.0,978,40.4
2020-01-06 03:00:00,0.0,0.0,0.0,0,40.6,40.6,0.1,3.0,0.2,135.7,100.0,978,39.9
2020-01-06 04:00:00,0.0,0.0,0.0,0,40.3,40.3,0.1,2.9,0.3,123.8,100.0,978,39.5
2020-01-06 05:00:00,0.0,0.0,0.0,0,40.1,40.1,0.1,2.7,0.3,112.0,100.0,978,39.3
2020-01-06 06:00:00,0.0,0.0,0.0,0,40.1,40.1,0.1,2.6,0.3,100.6,100.0,978,39.3
2020-01-06 07:00:00,1.1,0.9,13.0,0,41.5,41.5,0.1,2.4,0.3,89.3,99.9,978,40.8
2020-01-06 08:00:00,14.2,3.3,61.8,0,41.5,44.2,0.1,2.5,0.4,79.8,90.4,978,43.4
2020-01-06 09:00:00,29.0,4.3,77.0,0,40.6,46.8,0.1,2.8,0.4,71.3,79.1,978,45.8
2020-01-06 10:00:00,40.6,4.9,83.7,0,39.9,49.1,0.1,2.9,0.3,64.8,70.3,978,48.1
2020-01-06 11:00:00,47.6,5.3,86.7,0,39.9,50.7,0.1,2.9,0.4,60.8,66.2,977,49.7
2020-01-06 12:00:00,49.0,5.3,87.2,0,40.3,51.6,0.1,2.8,0.3,60.0,64.9,976,50.6
2020-01-06 13:00:00,44.7,5.1,85.5,0,41.0,52.3,0.1,2.9,0.3,62.4,65.0,975,51.3
2020-01-06 14:00:00,35.3,4.6,80.8,0,41.9,52.2,0.1,2.9,0.2,67.7,68.0,975,51.2
2020-01-06 15:00:00,21.8,4.0,70.6,0,43.2,52.0,0.1,2.8,0.1,75.4,71.9,974,51.1
2020-01-06 16:00:00,6.8,2.4,45.4,0,44.8,48.0,0.1,2.2,0.1,84.5,88.6,974,47.4
2020-01-06 17:00:00,0.0,0.0,0.0,0,43.5,46.6,0.1,2.2,0.1,95.1,88.8,974,45.8
2020-01-06 18:00:00,0.0,0.0,0.0,0,43.2,46.0,0.1,2.2,0.1,106.2,89.5,974,45.3
2020-01-06 19:00:00,0.0,0.0,0.0,0,43.0,45.7,0.1,2.1,0.2,117.9,90.1,974,44.9
2020-01-06 20:00:00,0.0,0.0,0.0,0,43.0,45.5,0.1,2.0,0.2,129.8,90.6,973,44.8
2020-01-06 21:00:00,0.0,0.0,0.0,0,43.0,45.1,0.1,1.9,0.1,141.6,91.9,973,44.4
2020-01-06 22:00:00,0.0,0.0,0.0,0,43.2,44.8,0.1,2.0,0.1,152.9,93.7,973,44.1
2020-01-06 23:00:00,0.0,0.0,0.0,0,43.2,44.2,0.1,2.1,0.1,162.2,96.2,972,43.6
2020-01-07 00:00:00,0.0,0.0,0.0,0,43.3,43.7,0.1,2.2,0.2,164.7,98.8,972,43.1
2020-01-07 01:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,2.1,0.4,158.0,100.0,972,42.3
2020-01-07 02:00:00,0.0,0.0,0.0,0,42.3,42.3,0.1,2.0,0.6,147.4,100.0,971,41.6
2020-01-07 03:00:00,0.0,0.0,0.0,0,41.5,41.5,0.1,1.9,0.8,135.8,100.0,970,40.8
2020-01-07 04:00:00,0.0,0.0,0.0,0,41.0,41.0,0.1,1.8,0.9,123.8,100.0,970,40.2
2020-01-07 05:00:00,0.0,0.0,0.0,0,40.5,40.5,0.1,1.7,1.0,112.0,100.0,969,39.7
2020-01-07 06:00:00,0.0,0.0,0.0,0,40.1,40.1,0.1,1.7,1.3,100.6,100.0,969,39.3
2020-01-07 07:00:00,0.7,0.7,4.6,4,41.0,41.0,0.1,1.3,1.5,89.3,100.0,969,40.2
2020-01-07 08:00:00,13.7,4.4,52.8,0,42.1,43.2,0.1,0.7,3.8,79.8,95.7,969,42.4
2020-01-07 09:00:00,21.6,10.3,35.0,4,42.6,45.9,0.1,1.2,5.6,71.3,88.1,969,45.1
2020-01-07 10:00:00,40.7,6.5,79.9,0,43.9,48.2,0.1,2.4,5.4,64.7,84.7,968,47.4
2020-01-07 11:00:00,47.6,6.8,83.3,0,45.0,49.6,0.1,3.0,5.4,60.7,83.6,967,48.9
2020-01-07 12:00:00,42.7,11.5,62.1,7,45.9,50.5,0.1,3.1,5.4,59.8,84.1,966,49.9
2020-01-07 13:00:00,45.5,6.2,84.4,0,46.4,50.7,0.1,3.6,5.3,62.2,85.3,966,50.1
2020-01-07 14:00:00,35.9,5.5,79.7,0,46.8,50.2,0.1,4.1,5.3,67.6,88.0,966,49.6
2020-01-07 15:00:00,22.2,4.5,69.3,0,47.1,49.6,0.1,4.2,5.2,75.2,91.1,966,49.1
2020-01-07 16:00:00,6.4,2.9,35.8,0,45.7,45.7,0.1,3.3,5.0,84.4,100.0,966,45.2
2020-01-07 17:00:00,0.0,0.0,0.0,0,44.2,44.2,0.1,3.5,4.9,94.9,100.0,966,43.7
2020-01-07 18:00:00,0.0,0.0,0.0,0,44.4,44.4,0.1,3.8,4.8,106.1,100.0,967,43.8
2020-01-07 19:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,3.8,4.8,117.7,100.0,967,44.6
2020-01-07 20:00:00,0.0,0.0,0.0,0,45.7,45.7,0.1,3.8,4.7,129.6,100.0,967,45.2
2020-01-07 21:00:00,0.0,0.0,0.0,0,46.2,46.2,0.1,3.8,4.8,141.5,100.0,967,45.7
2020-01-07 22:00:00,0.0,0.0,0.0,0,46.6,46.6,0.1,3.9,4.9,152.7,100.0,966,46.1
2020-01-07 23:00:00,0.0,0.0,0.0,0,46.4,46.4,0.1,3.9,5.1,162.0,100.0,966,45.9
2020-01-08 00:00:00,0.0,0.0,0.0,0,45.9,45.9,0.1,3.8,5.1,164.6,100.0,966,45.4
2020-01-08 01:00:00,0.0,0.0,0.0,0,45.5,45.5,0.1,3.7,5.2,158.0,100.0,966,45.0
2020-01-08 02:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,3.6,5.3,147.4,100.0,966,44.6
2020-01-08 03:00:00,0.0,0.0,0.0,0,45.1,45.1,0.1,3.5,5.4,135.8,100.0,966,44.6
2020-01-08 04:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,3.4,5.5,123.9,100.0,966,44.4
2020-01-08 05:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,3.3,5.6,112.1,100.0,966,44.2
2020-01-08 06:00:00,0.0,0.0,0.0,0,44.8,44.8,0.1,3.4,5.6,100.6,100.0,967,44.2
2020-01-08 07:00:00,1.0,0.9,9.4,0,45.9,45.9,0.1,3.4,5.6,89.3,100.0,967,45.4
2020-01-08 08:00:00,8.2,6.0,11.8,4,46.9,47.3,0.1,3.4,5.5,79.7,98.5,967,46.8
2020-01-08 09:00:00,17.6,11.5,18.7,4,46.8,48.2,0.1,3.7,5.4,71.2,94.9,967,47.7
2020-01-08 10:00:00,20.6,14.9,13.4,4,46.8,48.7,0.1,4.6,5.3,64.6,92.6,967,48.2
2020-01-08 11:00:00,23.4,19.2,8.5,4,46.4,49.1,0.1,5.0,5.3,60.6,90.5,966,48.5
2020-01-08 12:00:00,36.8,16.8,39.7,4,46.0,49.3,0.1,5.2,5.2,59.7,88.5,965,48.7
2020-01-08 13:00:00,20.6,16.6,8.5,3,46.0,49.1,0.1,5.4,5.2,62.1,89.0,965,48.5
2020-01-08 14:00:00,16.6,12.0,12.2,3,45.7,48.6,0.1,5.3,5.2,67.4,89.5,965,47.9
2020-01-08 15:00:00,12.4,8.9,13.7,7,45.3,48.0,0.1,5.1,5.2,75.0,90.6,965,47.4
2020-01-08 16:00:00,4.2,3.3,8.3,7,45.7,45.7,0.1,4.0,5.2,84.2,99.8,965,45.2
2020-01-08 17:00:00,0.0,0.0,0.0,7,45.1,45.1,0.1,3.6,5.1,94.8,100.0,965,44.6
2020-01-08 18:00:00,0.0,0.0,0.0,6,45.3,45.3,0.1,3.3,5.1,105.9,100.0,965,44.8
2020-01-08 19:00:00,0.0,0.0,0.0,8,45.0,45.0,0.1,3.2,5.0,117.6,100.0,965,44.4
2020-01-08 20:00:00,0.0,0.0,0.0,4,44.8,44.8,0.1,3.3,5.0,129.5,100.0,965,44.2
2020-01-08 21:00:00,0.0,0.0,0.0,4,44.6,44.6,0.1,3.3,5.0,141.3,100.0,965,44.0
2020-01-08 22:00:00,0.0,0.0,0.0,0,44.6,44.6,0.1,3.2,4.9,152.6,100.0,964,44.0
2020-01-08 23:00:00,0.0,0.0,0.0,0,45.0,45.0,0.1,3.5,4.8,161.8,100.0,964,44.4
2020-01-09 00:00:00,0.0,0.0,0.0,0,45.3,45.3,0.1,3.6,4.6,164.5,100.0,964,44.8
2020-01-09 01:00:00,0.0,0.0,0.0,0,45.5,45.5,0.1,3.5,4.4,157.9,100.0,963,45.0
2020-01-09 02:00:00,0.0,0.0,0.0,0,45.5,45.5,0.1,3.8,4.1,147.4,100.0,962,45.0
2020-01-09 03:00:00,0.0,0.0,0.0,4,46.2,46.2,0.1,4.8,4.0,135.8,100.0,961,45.7
2020-01-09 04:00:00,0.0,0.0,0.0,8,47.3,47.3,0.1,5.7,4.3,123.9,100.0,960,46.9
2020-01-09 05:00:00,0.0,0.0,0.0,8,47.8,47.8,0.1,5.9,4.8,112.1,100.0,960,47.4
2020-01-09 06:00:00,0.0,0.0,0.0,0,47.3,47.3,0.1,6.0,5.2,100.6,100.0,960,46.9
2020-01-09 07:00:00,0.7,0.7,5.3,4,47.1,47.1,0.1,6.7,5.4,89.3,100.0,961,46.7
2020-01-09 08:00:00,13.2,3.8,52.4,0,48.0,48.0,0.1,7.5,5.5,79.7,100.0,962,47.6
2020-01-09 09:00:00,9.1,8.7,1.1,3,48.0,48.7,0.1,7.6,5.7,71.2,97.2,963,48.3
2020-01-09 10:00:00,27.3,14.2,30.4,3,46.6,49.5,0.1,7.2,5.9,64.5,89.6,963,48.9
2020-01-09 11:00:00,15.1,13.7,2.6,4,45.1,50.0,0.1,6.7,6.1,60.5,83.0,963,49.3
2020-01-09 12:00:00,7.9,7.7,0.3,3,44.4,50.0,0.1,6.2,3.1,59.5,80.9,964,49.3
2020-01-09 13:00:00,21.9,15.1,14.5,3,43.9,50.0,0.1,5.8,0.1,61.9,79.6,964,49.2
2020-01-09 14:00:00,31.4,8.5,59.4,0,43.5,49.3,0.1,5.6,0.2,67.2,80.5,965,48.5
2020-01-09 15:00:00,22.6,4.8,67.8,0,43.0,48.9,0.1,5.5,0.2,74.9,80.1,965,48.1
2020-01-09 16:00:00,7.4,2.9,44.4,0,43.2,45.7,0.1,4.0,0.1,84.1,90.8,966,44.9
2020-01-09 17:00:00,0.0,0.0,0.0,0,43.2,43.9,0.1,3.3,3.1,94.6,97.2,967,43.2
2020-01-09 18:00:00,0.0,0.0,0.0,0,43.2,43.2,0.1,3.0,6.1,105.8,100.0,968,42.5
2020-01-09 19:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,2.9,5.8,117.4,100.0,968,42.3
2020-01-09 20:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,3.0,5.6,129.3,100.0,968,42.3
2020-01-09 21:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,3.1,5.5,141.1,100.0,969,42.3
2020-01-09 22:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,3.1,5.4,152.4,100.0,969,42.3
2020-01-09 23:00:00,0.0,0.0,0.0,0,43.0,43.0,0.1,3.1,5.4,161.7,100.0,969,42.3
2020-01-10 00:00:00,0.0,0.0,0.0,0,43.2,43.2,0.1,3.0,5.4,164.3,100.0,969,42.5
2020-01-10 01:00:00,0.0,0.0,0.0,0,43.3,43.3,0.1,2.9,5.5,157.9,100.0,969,42.7
2020-01-10 02:00:00,0.0,0.0,0.0,0,43.5,43.5,0.1,2.6,5.6,147.4,100.0,969,42.9
2020-01-10 03:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,2.2,5.7,135.8,100.0,969,43.1
2020-01-10 04:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,1.9,5.7,123.9,100.0,970,43.1
2020-01-10 05:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,1.8,5.5,112.1,100.0,970,43.1
2020-01-10 06:00:00,0.0,0.0,0.0,0,43.7,43.7,0.1,2.0,5.4,100.6,100.0,971,43.1
2020-01-10 07:00:00,1.0,0.9,10.1,0,44.4,44.4,0.1,2.0,5.6,89.3,100.0,972,43.8
2020-01-10 08:00:00,14.0,3.8,56.9,0,45.7,45.7,0.1,1.7,5.9,79.7,100.0,972,45.2
2020-01-10 09:00:00,28.9,5.0,73.7,0,46.2,47.1,0.1,1.2,3.1,71.1,96.9,972,46.6
2020-01-10 10:00:00,40.8,5.6,81.5,0,46.2,48.9,0.1,0.7,2.6,64.4,90.3,972,48.3
